source_url,access_datetime,content,word
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Shifoxonalarni ko'chirilishi ham, onkologiya kompleksi qurilishi Mimar Group'ga berilishi ham hukumatning yopiq qarorlari bilan bo'lyapti.","['Shifoxonalarni', ""ko'chirilishi"", 'ham,', 'onkologiya', 'kompleksi', 'qurilishi', 'Mimar', ""Group'ga"", 'berilishi', 'ham', 'hukumatning', 'yopiq', 'qarorlari', 'bilan', ""bo'lyapti.""]"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"""Qizilqumsement"" keysi. Shubhali xususiylashtirish oxir-oqibat barbod bo'lgan bo'lishi mumkin","['""Qizilqumsement""', 'keysi.', 'Shubhali', 'xususiylashtirish', 'oxir-oqibat', 'barbod', ""bo'lgan"", ""bo'lishi"", 'mumkin']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,O'zbekistonda davlat mulklarining xususiylashtirilishi sub'yektiv tarzda amalga oshirilgan boshqa bir qancha keyslarni ham ko'rib chiqishimiz mumkin. Davlat xizmatchilari qaysidir mulk aynan qaysidir korxonaga berilishini belgilashgan va jamoatchilik boshqa potensial xaridorlar haqida ma'lumotga ham ega bo'lmagan.,"[""O'zbekistonda"", 'davlat', 'mulklarining', 'xususiylashtirilishi', ""sub'yektiv"", 'tarzda', 'amalga', 'oshirilgan', 'boshqa', 'bir', 'qancha', 'keyslarni', 'ham', ""ko'rib"", 'chiqishimiz', 'mumkin.', 'Davlat', 'xizmatchilari', 'qaysidir', 'mulk', 'aynan', 'qaysidir', 'korxonaga', 'berilishini', 'belgilashgan', 'va', 'jamoatchilik', 'boshqa', 'potensial', 'xaridorlar', 'haqida', ""ma'lumotga"", 'ham', 'ega', ""bo'lmagan.""]"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Jumladan, eng yirik sement zavodlarining xususiylashtirilishi. Bundan bir yil oldin ""Qizilqumsement"" ustav kapitalidagi 86,92 foiz davlat ulushi 1,89 trillion so'mga United Cement Group'ga (Kiprda ro'yxatdan o'tgan ofshor kompaniya) sotilgan edi. Shundan keyin Fusion Wealth Management Ltd kompaniyasi menejyeri Maykl MakGofi Linkiden'dagi sahifasida ""Qizilqumsement""ning xususiylashtirilishi bo'yicha fikrlarini bildirib, ushbu jarayon shaffof tarzda amalga oshmaganini tanqid qilgandi.","['Jumladan,', 'eng', 'yirik', 'sement', 'zavodlarining', 'xususiylashtirilishi.', 'Bundan', 'bir', 'yil', 'oldin', '""Qizilqumsement""', 'ustav', 'kapitalidagi', '86,92', 'foiz', 'davlat', 'ulushi', '1,89', 'trillion', ""so'mga"", 'United', 'Cement', ""Group'ga"", '(Kiprda', ""ro'yxatdan"", ""o'tgan"", 'ofshor', 'kompaniya)', 'sotilgan', 'edi.', 'Shundan', 'keyin', 'Fusion', 'Wealth', 'Management', 'Ltd', 'kompaniyasi', 'menejyeri', 'Maykl', 'MakGofi', ""Linkiden'dagi"", 'sahifasida', '""Qizilqumsement""ning', 'xususiylashtirilishi', ""bo'yicha"", 'fikrlarini', 'bildirib,', 'ushbu', 'jarayon', 'shaffof', 'tarzda', 'amalga', 'oshmaganini', 'tanqid', 'qilgandi.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"""2021 yilning oxirida zavodning har bir aksiyasi uchun 6500 so'm taklif etilayotgandi, biroq narx 4859 so'm etib belgilangan. Bu bozor narxiga nisbatan 20 foiz arzonroq va mantiqqa to'g'ri kelmaydi.","['""2021', 'yilning', 'oxirida', 'zavodning', 'har', 'bir', 'aksiyasi', 'uchun', '6500', ""so'm"", 'taklif', 'etilayotgandi,', 'biroq', 'narx', '4859', ""so'm"", 'etib', 'belgilangan.', 'Bu', 'bozor', 'narxiga', 'nisbatan', '20', 'foiz', 'arzonroq', 'va', 'mantiqqa', ""to'g'ri"", 'kelmaydi.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Firmani boshqarish imkoniyati juda qimmatga tushishi sababli bu kabi oldi-sotdilar joriy narxlardan ancha yuqori qiymatlarda sodir bo'ladi. Ammo ""Qizilqumsement"" bilan buning teskarisi bo'ldi. Xarid qilayotgan firma zavodni bozor narxiga nisbatan ham ancha chegirma bilan olgan"", - deya yozgandi investorning vakili, savdo u suhbatlashgan boshqa investorlar uchun ham juda ajablanarli bo'lganini qo'shimcha qilgan holda.","['Firmani', 'boshqarish', 'imkoniyati', 'juda', 'qimmatga', 'tushishi', 'sababli', 'bu', 'kabi', 'oldi-sotdilar', 'joriy', 'narxlardan', 'ancha', 'yuqori', 'qiymatlarda', 'sodir', ""bo'ladi."", 'Ammo', '""Qizilqumsement""', 'bilan', 'buning', 'teskarisi', ""bo'ldi."", 'Xarid', 'qilayotgan', 'firma', 'zavodni', 'bozor', 'narxiga', 'nisbatan', 'ham', 'ancha', 'chegirma', 'bilan', 'olgan"",', '-', 'deya', 'yozgandi', 'investorning', 'vakili,', 'savdo', 'u', 'suhbatlashgan', 'boshqa', 'investorlar', 'uchun', 'ham', 'juda', 'ajablanarli', ""bo'lganini"", ""qo'shimcha"", 'qilgan', 'holda.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"O'tgan davr mobaynida ""Qizilqumsement""ga egalik qilish bo'yicha yana ba'zi o'zgarishlar bo'lgan bo'lishi mumkin. 29 noyabr holatiga, zavodning 64,1 foiz ulushi aksiyadorlarga, 35,9 foiz ulushi davlatga tegishli ekani keltirilgan (o'tgan yili 86,92 foiz davlat ulishi xususiylashtirilgani e'lon qilingandi). Kun.uz Davlat aktivlarini boshqarish agentligi axborot xizmati bilan bog'lanib, ""United Cement Group bilan tuzilgan shartnoma bekor qilinib, qayta tuzilganmi?"" degan savol bilan murojaat qildi.","[""O'tgan"", 'davr', 'mobaynida', '""Qizilqumsement""ga', 'egalik', 'qilish', ""bo'yicha"", 'yana', ""ba'zi"", ""o'zgarishlar"", ""bo'lgan"", ""bo'lishi"", 'mumkin.', '29', 'noyabr', 'holatiga,', 'zavodning', '64,1', 'foiz', 'ulushi', 'aksiyadorlarga,', '35,9', 'foiz', 'ulushi', 'davlatga', 'tegishli', 'ekani', 'keltirilgan', ""(o'tgan"", 'yili', '86,92', 'foiz', 'davlat', 'ulishi', 'xususiylashtirilgani', ""e'lon"", 'qilingandi).', 'Kun.uz', 'Davlat', 'aktivlarini', 'boshqarish', 'agentligi', 'axborot', 'xizmati', 'bilan', ""bog'lanib,"", '""United', 'Cement', 'Group', 'bilan', 'tuzilgan', 'shartnoma', 'bekor', 'qilinib,', 'qayta', 'tuzilganmi?""', 'degan', 'savol', 'bilan', 'murojaat', 'qildi.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Davaktiv axborot xizmatining ma'lum qilishicha, shartnoma shartlarida sotib oluvchi tomonidan shartnoma qiymatini bo'lib-bo'lib to'lash amaldagi qonunchilik doirasida amalga oshirilishiga kelishilgan.","['Davaktiv', 'axborot', 'xizmatining', ""ma'lum"", 'qilishicha,', 'shartnoma', 'shartlarida', 'sotib', 'oluvchi', 'tomonidan', 'shartnoma', 'qiymatini', ""bo'lib-bo'lib"", ""to'lash"", 'amaldagi', 'qonunchilik', 'doirasida', 'amalga', 'oshirilishiga', 'kelishilgan.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Bunda, ""United Cement Group"" kompaniyasiga shartnoma doirasida belgilangan grafikka asosan amalga oshirgan to'loviga mutanosib ravishda ulush qismi o'tkazib borilmoqda.","['Bunda,', '""United', 'Cement', 'Group""', 'kompaniyasiga', 'shartnoma', 'doirasida', 'belgilangan', 'grafikka', 'asosan', 'amalga', 'oshirgan', ""to'loviga"", 'mutanosib', 'ravishda', 'ulush', 'qismi', ""o'tkazib"", 'borilmoqda.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Shuningdek, boshqa yirik 2ta sement zavodlari ""Quvasoysement"" va ""Bekobodsement""ning katta ulushiga ham Kiprda United Cement Group bilan bir xil manzilda ro'yxatdan o'tgan ""Raybirid limited"", ""Rayblock limited"" hamda ""Rayeross limited"" kompaniyalari egalik qilmoqda.","['Shuningdek,', 'boshqa', 'yirik', '2ta', 'sement', 'zavodlari', '""Quvasoysement""', 'va', '""Bekobodsement""ning', 'katta', 'ulushiga', 'ham', 'Kiprda', 'United', 'Cement', 'Group', 'bilan', 'bir', 'xil', 'manzilda', ""ro'yxatdan"", ""o'tgan"", '""Raybirid', 'limited"",', '""Rayblock', 'limited""', 'hamda', '""Rayeross', 'limited""', 'kompaniyalari', 'egalik', 'qilmoqda.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"""Bozorning yarmini nazorat qiladigan uchta sement zavodining bitta kompaniyaga o'tishi mamlakatdagi raqobat muhitiga ziyon keltiruvchi omil hisoblanadi. Bundan tashqari, sement zavodlarining egaligi bo'yicha keyingi bitimlarning O'zbekistondan tashqarida turib amalga oshirilishiga zamin yaratadi"", - deya yozgandi iqtisodchi Otabek Bakirov.","['""Bozorning', 'yarmini', 'nazorat', 'qiladigan', 'uchta', 'sement', 'zavodining', 'bitta', 'kompaniyaga', ""o'tishi"", 'mamlakatdagi', 'raqobat', 'muhitiga', 'ziyon', 'keltiruvchi', 'omil', 'hisoblanadi.', 'Bundan', 'tashqari,', 'sement', 'zavodlarining', 'egaligi', ""bo'yicha"", 'keyingi', 'bitimlarning', ""O'zbekistondan"", 'tashqarida', 'turib', 'amalga', 'oshirilishiga', 'zamin', 'yaratadi"",', '-', 'deya', 'yozgandi', 'iqtisodchi', 'Otabek', 'Bakirov.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,Yuzdan ortiq konlar qanday qilib xususiy kompaniyaga o'tib ketgan?,"['Yuzdan', 'ortiq', 'konlar', 'qanday', 'qilib', 'xususiy', 'kompaniyaga', ""o'tib"", 'ketgan?']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Yana bir toifa ""xususiylashtirish"" borki, ulardagi ikkinchi tomon rasman ""xorijiy investor"" deb ataladi, aslida esa ofshorda kompaniya ochgan o'zbekistonliklarga borib taqaladi.","['Yana', 'bir', 'toifa', '""xususiylashtirish""', 'borki,', 'ulardagi', 'ikkinchi', 'tomon', 'rasman', '""xorijiy', 'investor""', 'deb', 'ataladi,', 'aslida', 'esa', 'ofshorda', 'kompaniya', 'ochgan', ""o'zbekistonliklarga"", 'borib', 'taqaladi.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Odatda xususiylashtirilayotgan aktivlarga talabgorlar ochiq-oydin aytiladi. Konkurs bo'lsa konkurs to'g'risida, auksion bo'lsa, auksion to'g'risida jarayon boshlanmasidan avval jamoatchilikka ma'lum qilinadi. Shartlari oydinlashtiriladi. Ammo yuzdan ortiq neft-gaz konlari oxirgi ikki yilda qanday qilib xususiy kompaniya bo'lmish ""Sanoat energetika guruhi""ning qo'liga o'tib qolgani haligacha noma'lum.","['Odatda', 'xususiylashtirilayotgan', 'aktivlarga', 'talabgorlar', 'ochiq-oydin', 'aytiladi.', 'Konkurs', ""bo'lsa"", 'konkurs', ""to'g'risida,"", 'auksion', ""bo'lsa,"", 'auksion', ""to'g'risida"", 'jarayon', 'boshlanmasidan', 'avval', 'jamoatchilikka', ""ma'lum"", 'qilinadi.', 'Shartlari', 'oydinlashtiriladi.', 'Ammo', 'yuzdan', 'ortiq', 'neft-gaz', 'konlari', 'oxirgi', 'ikki', 'yilda', 'qanday', 'qilib', 'xususiy', 'kompaniya', ""bo'lmish"", '""Sanoat', 'energetika', 'guruhi""ning', ""qo'liga"", ""o'tib"", 'qolgani', 'haligacha', ""noma'lum.""]"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"2022 yil may oyidagi rasmiy ma'lumotga ko'ra, kompaniya O'zbekistonda yer qa'ridan foydalanish huquqiga ega 103 ta konga egalik qiladi. Mamlakatdagi neft qazib olishning taxminan 80 foizi, tasdiqlangan gaz zaxiralarining esa taxminan 22 foizi Saneg (kompaniyaning rebrendingdan keyingi yangi nomi) hissasiga to'g'ri keladi.","['2022', 'yil', 'may', 'oyidagi', 'rasmiy', ""ma'lumotga"", ""ko'ra,"", 'kompaniya', ""O'zbekistonda"", 'yer', ""qa'ridan"", 'foydalanish', 'huquqiga', 'ega', '103', 'ta', 'konga', 'egalik', 'qiladi.', 'Mamlakatdagi', 'neft', 'qazib', 'olishning', 'taxminan', '80', 'foizi,', 'tasdiqlangan', 'gaz', 'zaxiralarining', 'esa', 'taxminan', '22', 'foizi', 'Saneg', '(kompaniyaning', 'rebrendingdan', 'keyingi', 'yangi', 'nomi)', 'hissasiga', ""to'g'ri"", 'keladi.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Avval davlatning ""O'zbekneftgaz"" shirkatiga qarashli bo'lgan bunday yirik aktivlar qanday qilib xususiy kompaniya qo'liga o'tib qolganini O'zbekiston rasmiylari ochiqlamagan. Bu konlar tekinga berib yuborilgani ehtimoli ham inkor etilmagan.","['Avval', 'davlatning', '""O\'zbekneftgaz""', 'shirkatiga', 'qarashli', ""bo'lgan"", 'bunday', 'yirik', 'aktivlar', 'qanday', 'qilib', 'xususiy', 'kompaniya', ""qo'liga"", ""o'tib"", 'qolganini', ""O'zbekiston"", 'rasmiylari', 'ochiqlamagan.', 'Bu', 'konlar', 'tekinga', 'berib', 'yuborilgani', 'ehtimoli', 'ham', 'inkor', 'etilmagan.']"
https://kun.uz/uz/news/2022/11/30/parda-ortidagi-xususiylashtirish-yirik-aktivlar-qanday-qilib-ofshor-kompaniyalarga-otib-ketmoqda,2022-12-03 00:47:11.631490,"Bu jarayon 2017 yili tashkil etilgan Jizzakh Petroleum'ga borib taqaladi. O'shanda yangi qo'shma korxonaning 60 foiz ulushi ""O'zbekneftgaz""ga, 40 foizi esa bilvosita ""Gazprom""ga tegishli bo'lgan. Bu ikki ta'sischi Jizzaxda neftni qayta ishlash zavodi qurmoqchi edi. Bu loyiha amalga oshmay qolgach, korxonaning 98 foiz ulushi 2020-2021 yillarda bosqichma-bosqich Belvor holdingiga o'tdi. Buning barobarida Jizzakh Petroleum nomi ""Sanoat energetika guruhi"" deya o'zgartirildi.","['Bu', 'jarayon', '2017', 'yili', 'tashkil', 'etilgan', 'Jizzakh', ""Petroleum'ga"", 'borib', 'taqaladi.', ""O'shanda"", 'yangi', ""qo'shma"", 'korxonaning', '60', 'foiz', 'ulushi', '""O\'zbekneftgaz""ga,', '40', 'foizi', 'esa', 'bilvosita', '""Gazprom""ga', 'tegishli', ""bo'lgan."", 'Bu', 'ikki', ""ta'sischi"", 'Jizzaxda', 'neftni', 'qayta', 'ishlash', 'zavodi', 'qurmoqchi', 'edi.', 'Bu', 'loyiha', 'amalga', 'oshmay', 'qolgach,', 'korxonaning', '98', 'foiz', 'ulushi', '2020-2021', 'yillarda', 'bosqichma-bosqich', 'Belvor', 'holdingiga', ""o'tdi."", 'Buning', 'barobarida', 'Jizzakh', 'Petroleum', 'nomi', '""Sanoat', 'energetika', 'guruhi""', 'deya', ""o'zgartirildi.""]"
